Date,Close,High,Low,Open,Volume,Close_SMA3,Close_EMA3,Volume_SMA3,Return_3d,Close_SMA7,Close_EMA7,Volume_SMA7,Return_7d,Close_SMA14,Close_EMA14,Volume_SMA14,Return_14d,Close_SMA30,Close_EMA30,Volume_SMA30,Return_30d,Daily_Return,Volatility_7d,Volatility_30d,sentiment,sentiment_SMA3,sentiment_SMA7,sentiment_SMA14,sentiment_SMA30
1999-01-04,0.30928298830986023,0.31678024460485044,0.2999105482711046,0.31584310320952375,952884800,0.30928298830986023,0.30928298830986023,952884800.0,0.0,0.30928298830986023,0.30928298830986023,952884800.0,0.0,0.30928298830986023,0.30928298830986023,952884800.0,0.0,0.30928298830986023,0.30928298830986023,952884800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-05,0.3247470259666443,0.32943283418103403,0.31115737128691734,0.3144374420422864,1410113600,0.31701500713825226,0.31959234674771625,1181499200.0,0.0,0.31701500713825226,0.31811958125659395,1181499200.0,0.0,0.31701500713825226,0.3175672941974231,1181499200.0,0.0,0.31701500713825226,0.3172727410991987,1181499200.0,0.0,0.04999963865225965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-06,0.3130316734313965,0.3308385387161055,0.30740784822813,0.3308385387161055,1348569600,0.315687229235967,0.3158433905669621,1237189333.3333333,0.0,0.315687229235967,0.31591940489975184,1237189333.3333333,0.0,0.315687229235967,0.31583467166371176,1237189333.3333333,0.0,0.315687229235967,0.31576379403190585,1237189333.3333333,0.0,-0.03607531893594962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-07,0.3373994529247284,0.33786802361600166,0.31584309890225815,0.31678024028480467,1429019200,0.3250593841075897,0.3273399571577708,1395900800.0,0.09090853903254192,0.32111528515815735,0.3237749653203147,1285146800.0,0.0,0.32111528515815735,0.32243194656907176,1285146800.0,0.0,0.32111528515815735,0.3217252064817401,1285146800.0,0.0,0.07784445333028667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-08,0.3373994529247284,0.3514576998543015,0.3299013208053562,0.3491147963449851,678832000,0.3292768597602844,0.3325319549729747,1152140266.6666667,0.03896087091305245,0.32437211871147154,0.3282408665069087,1163883840.0,0.0,0.32437211871147154,0.32633694607564573,1163883840.0,0.0,0.32437211871147154,0.325291477036804,1163883840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-11,0.34395962953567505,0.34536536688854497,0.33646234696938276,0.34302246295826866,560974400,0.33958617846171063,0.3383364880841876,889608533.3333334,0.09880136334209233,0.3276367038488388,0.3330213872498421,1063398933.3333334,0.0,0.3276367038488388,0.330414520843878,1063398933.3333334,0.0,0.3276367038488388,0.3289436070039887,1063398933.3333334,0.0,0.01944335283913512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-12,0.3458339273929596,0.3495833941672397,0.3308385128905788,0.34723966460235295,820736000,0.34239766995112103,0.3421147252161672,686847466.6666666,0.02499848294096929,0.33023630721228464,0.33671795444193964,1028732800.0,0.0,0.33023630721228464,0.3336637167335847,1028732800.0,0.0,0.33023630721228464,0.33186489795143154,1028732800.0,0.0,0.0054491797767508565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-13,0.34864628314971924,0.35473780324673754,0.31678029252572315,0.3214669512173926,1047816000,0.3461466133594513,0.3453933111592835,809842133.3333334,0.033333872143236576,0.3358596350465502,0.3400317948412319,1042294400.0,0.12727274479261763,0.33253755420446396,0.3365940861037791,1031118200.0,0.0,0.33253755420446396,0.3344833968205939,1031118200.0,0.0,0.008132099062577058,0.03676558497011683,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-14,0.3102201223373413,0.34489673065600307,0.30787639297805236,0.3411480900843019,1723859200,0.3349001109600067,0.32777230071228314,1197470400.0,-0.09809147440901733,0.33378436309950693,0.33197384832936,1087115200.0,-0.04473298434700701,0.33005783955256146,0.3317380263027501,1108089422.2222223,0.0,0.33005783955256146,0.3310148913695469,1108089422.2222223,0.0,-0.1102153175568964,0.05745031395106597,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-15,0.30975160002708435,0.31584314503577127,0.29991058798744696,0.31350024118423947,1006006400,0.32287266850471497,0.31875314259808785,1259227200.0,-0.10433426135451451,0.3333157811846052,0.32608676383449353,1038177600.0,-0.010478407403176071,0.32802721560001374,0.3278854844074001,1097881120.0,0.0,0.32802721560001374,0.32819632171121493,1097881120.0,0.0,-0.001510289876513804,0.05580206070660122,0.0,0.0,0.0,0.0,0.0,0.0
