Date,Close,High,Low,Open,Volume
2021-05-12,119.89262390136719,121.7187992057643,119.38481447185008,120.50786329646682,112172300
2021-05-13,122.04107666015625,123.19342127323375,121.34771783923617,121.66021769444781,105861300
2021-05-14,124.46292877197266,124.8926187981441,122.90042974578068,123.29105636497444,81918000
2021-05-17,123.31060791015625,123.95514307259624,122.2363900900074,123.84772054552292,74244600
2021-05-18,121.92388153076172,124.01372562566158,121.85552242300645,123.59380326356951,63342900
2021-05-19,121.76762390136719,121.99222918408067,119.98051210138631,120.27348393601976,92612000
2021-05-20,124.32621002197266,124.7266043537825,122.16800708745404,122.29496502221474,76857100
2021-05-21,122.49029541015625,125.00006198160735,122.27545036153188,124.82428034642234,79295400
2021-05-24,124.12113952636719,124.94145621305331,122.98833046928489,123.05668957229345,63092900
2021-05-25,123.92581939697266,125.31254421960261,123.35941119129158,124.82425537458776,72009500
2021-05-26,123.87700653076172,124.40435140852335,123.45708417165065,123.98442904941227,56575900
2021-05-27,122.34380340576172,124.6484925303121,122.14849379883397,123.4766199875777,94625600
2021-05-28,121.68949890136719,122.85161109201668,121.63090751379944,122.62699835536803,71311100
2021-06-01,121.36724090576172,122.41216295280358,121.0352130826755,122.14849423744593,67637100
2021-06-02,122.12895202636719,122.30473364370846,121.14262887683675,121.36723416808287,59278900
2021-06-03,120.64457702636719,121.92387199310579,120.24418267613345,121.7578580944845,76229200
2021-06-04,122.93952178955078,123.20319798542351,120.94733227313873,121.16217733626917,75169300
2021-06-07,122.94927215576172,123.35942679081123,121.90435013756394,123.21294086384106,71057600
2021-06-08,123.76956176757812,125.44925835272221,123.25198469832935,123.63284357760986,74403800
2021-06-09,124.15044403076172,124.75591573650723,123.55474004059155,124.22857085419675,56877900
2021-06-10,123.15434265136719,125.1855951846905,122.98832875360279,124.04301097808155,71186400
2021-06-11,124.36528778076172,124.45318231886102,123.14458411693292,123.56450647531338,53522400
2021-06-14,127.42191314697266,127.4805045322462,124.0918377902917,124.82425990854335,96906500
2021-06-15,126.60159301757812,127.53909980449085,126.35745233257808,126.89456481981117,62746300
2021-06-16,127.0996322631836,127.82229404162898,125.44925378056163,127.3144772540413,91815000
2021-06-17,128.7012176513672,129.44341498990488,126.61137364763495,126.75786702289925,96721700
2021-06-18,127.40241241455078,128.42779161848907,127.18756736772201,127.64655315856818,108953300
2021-06-21,129.19924926757812,129.30667176152045,126.1816740756951,127.24612385129173,79663300
2021-06-22,130.83990478515625,130.93756704429327,128.53521554050778,129.03327220047046,74783600
2021-06-23,130.56642150878906,131.17190047615895,130.10743587757977,130.63478804589667,60214200
2021-06-24,130.2832794189453,131.4844477920528,129.8145184284701,131.29889842930257,68711000
2021-06-25,129.99024963378906,130.75196727761698,129.69727787050996,130.3320525078085,70783700
2021-06-28,131.6211395263672,132.08012525724726,130.22466180559726,130.28325319231956,62111300
2021-06-29,133.13482666015625,133.29108030597018,131.20123622200433,131.64068656233414,64556100
2021-06-30,133.75006103515625,134.1895113589195,132.68559615169934,132.9785680012639,63261400
2021-07-01,134.05276489257812,134.11135626990725,132.57814569102956,133.3984696771295,52485800
2021-07-02,136.6797637939453,136.71881975736173,134.52155301126126,134.66803150053377,78852600
2021-07-06,138.69146728515625,139.79497322979873,136.78717260963688,136.78717260963688,108181800
2021-07-07,141.18174743652344,141.49423990850534,139.3165081685886,140.17587364241757,104911600
2021-07-08,139.8828887939453,140.68366270138483,137.37311474377276,138.2617906456667,105575500
2021-07-09,141.7090301513672,142.23636751298437,139.30667907892771,139.4043413205293,99890800
2021-07-12,141.11334228515625,142.89069395646402,140.62506082396192,142.78327143895456,76299700
2021-07-13,142.22659301757812,144.00394430895057,140.2637073275934,140.65432645258116,100827100
2021-07-14,145.6543426513672,146.0645121600824,144.2187940743634,144.62896358307862,127050800
2021-07-15,145.00009155273438,146.48447170500634,143.64266937764816,145.74228907945587,106820300
2021-07-16,142.95904541015625,146.25005768557594,142.46100368486307,144.98053780920102,93251400
2021-07-19,139.11135864257812,140.69340040632105,138.3496409012505,140.3808931785124,121434600
2021-07-20,142.72467041015625,143.6524171415738,139.6094470898314,140.097728569033,96350000
2021-07-21,141.9922332763672,142.7051348899588,141.24029060622254,142.11919121599766,74993500
2021-07-22,143.35943603515625,144.72661812834664,142.39263340422124,142.5195913490058,77338200
2021-07-23,145.0781707763672,145.23442440451626,143.47660834075452,144.09184768836266,71447400
2021-07-26,145.49813842773438,146.31844783738003,144.23836371183495,144.79501181913238,72434100
2021-07-27,143.3301544189453,145.71297050212902,142.13874637735347,145.62506850801552,104818600
2021-07-28,141.58212280273438,143.5254888560812,139.199306307503,141.41610885363005,118931200
2021-07-29,142.22659301757812,143.11526866326435,141.19143892531264,141.29886141985892,56699500
2021-07-30,142.44143676757812,142.90042243108647,140.7324520335854,140.99612813629884,70440600
2021-08-02,142.1094512939453,143.50592922511103,141.84577511280253,142.9297606339798,62880000
2021-08-03,143.90628051757812,144.57033600309364,141.77736607632247,142.3926053476169,64786600
2021-08-04,143.5059051513672,144.32621435379124,142.85160984220758,143.81841241009994,56368300
2021-08-05,143.6133270263672,144.37504483971543,142.7441867059485,143.53520021202812,46397700
2021-08-06,142.92872619628906,143.87741265764788,142.42993828378326,143.1341182329051,54126800
2021-08-09,142.87982177734375,143.47641826359128,142.3223546901742,142.9874052395685,48908700
2021-08-10,142.40061950683594,144.46425536863836,142.10720866457348,143.2221579263746,69023100
2021-08-11,142.65487670898438,143.4959796880464,142.33212632967644,142.84070404163072,48493500
2021-08-12,145.61831665039062,145.77480442008488,142.63533383088497,142.97764896165427,72282600
2021-08-13,145.8236846923828,146.15620995558572,145.01192130974562,145.69653653501413,59375000
2021-08-16,147.79928588867188,147.8677548726636,143.25147091055382,145.27597699148956,103296000
2021-08-17,146.88973999023438,148.34698930481986,145.8139053280962,146.92885446726953,92229700
2021-08-18,143.1438751220703,147.40806875624398,142.9384831112802,146.50828669516952,86326000
2021-08-19,143.4763946533203,144.74783129125242,141.32474068639172,141.8430932126771,86960300
2021-08-20,144.93368530273438,145.23687099584217,143.55466496618592,144.2001657522503,60549600
2021-08-23,146.42030334472656,146.8897517241176,144.64028856581433,145.05105776321832,60131800
2021-08-24,146.332275390625,147.54503325209566,145.87260188236166,146.16601272730568,48606400
2021-08-25,145.0999298095703,147.01686722827083,144.55223766808206,146.51806444524348,58991300
2021-08-26,144.29795837402344,145.84324134015625,144.26861878609316,145.09017201862116,48597200
2021-08-27,145.33468627929688,145.48138422676655,143.60357588168407,144.23928688537814,55802400
2021-08-30,149.75535583496094,150.11723565003402,145.3444633733459,145.7258929660488,90956700
2021-08-31,148.49368286132812,149.44236923362013,147.96554048732443,149.3054461965621,86453100
2021-09-01,149.15875244140625,151.57447805860386,148.99248979823196,149.47172795102404,80313700
2021-09-02,150.27369689941406,151.32019193818465,149.05116433458483,150.48886382470346,71115500
2021-09-03,150.90939331054688,151.23214363543914,149.72597545260857,150.38125098854488,57808700
2021-09-07,153.2469024658203,153.8043695479327,150.99743959102315,151.56469648456283,82278300
2021-09-08,151.70159912109375,153.58918195944025,150.59642507001544,153.53050279274424,74420200
2021-09-09,150.68447875976562,152.67964530991367,150.56710548729126,152.073273942186,57305700
2021-09-10,145.69650268554688,152.0634451865603,145.43243154447578,151.59399698736993,140893200
2021-09-13,146.2637939453125,148.09269782306362,145.48137014638132,147.32006383534568,102404300
2021-09-14,144.86520385742188,147.7503924466826,143.6818007748944,147.04621254489265,109296300
2021-09-15,145.75521850585938,146.1562127610325,143.15366567640987,145.29554507646444,83281300
2021-09-16,145.5205078125,145.6965602839762,143.98501448007158,145.1782076058161,68034100
2021-09-17,142.8504638671875,145.54982496459772,142.5570531057093,145.54982496459772,129868800
2021-09-20,139.79904174804688,141.6572852174671,138.16574008474763,140.64014472255653,123478900
2021-09-21,140.27825927734375,141.42256280767091,139.642548359155,140.7672722677942,75834000
2021-09-22,142.6450958251953,143.21233776359767,140.54233100418216,141.27585049264187,76404300
2021-09-23,143.6035919189453,143.84809847436335,142.4397383273961,143.4275394388265,64838200
2021-09-24,143.69155883789062,144.22947605037112,142.36144305952544,142.45925161579112,53477900
2021-09-27,142.17564392089844,142.75269063959104,140.65971546291632,142.27345249653945,74150700
2021-09-28,138.7916717529297,141.5692619814985,138.57650484135823,140.10222299723426,108972300
2021-09-29,139.69146728515625,141.2758647647725,138.90904343372455,139.33937729818666,74602000
2021-09-30,138.3906707763672,141.20739026450596,138.17550387527373,140.50321039247126,89056700
2021-10-01,139.51541137695312,139.77948259151805,136.0532056936857,138.7818918325454,94639600
2021-10-04,136.08258056640625,139.08512850998872,135.23170244978712,138.6450047304298,98322000
2021-10-05,138.00926208496094,139.11443634160335,136.29771642835235,136.42486459550415,80861100
2021-10-06,138.8796844482422,139.02638237086833,135.32944548577333,136.40527999667046,83221100
2021-10-07,140.141357421875,141.05092948182715,139.58389028870607,139.91641559084152,61732700
2021-10-08,139.75994873046875,141.01182116861023,139.4274233786023,140.8651231967564,58773200
2021-10-11,139.671875,141.6279267805162,138.6938491097419,139.14374758559657,64452200
2021-10-12,138.4004364013672,140.10220679881462,137.94076304556515,140.08264210270863,73035900
2021-10-13,137.81365966796875,138.292882900144,136.14122849083293,138.13641006788947,78762700
2021-10-14,140.60101318359375,140.71838645223315,138.4004546711347,138.98727624385413,69907100
2021-10-15,141.65725708007812,141.71593624188964,140.3564809404601,140.61077720629643,67940300
2021-10-18,143.3297119140625,143.61333288501362,140.0142044027078,140.2978253736589,85589200
2021-10-19,145.49111938476562,145.8921135630049,143.32969062365265,143.77957415536835,76378900
2021-10-20,145.98019409179688,146.45943233131632,144.86524475312603,145.43250177434402,58418800
2021-10-21,146.1953582763672,146.351846056513,144.62073543195302,145.54008248593965,61421000
2021-10-22,145.4226837158203,146.87993285856993,145.3737794326728,146.40070968480316,58883400
2021-10-25,145.37380981445312,146.08776474244283,144.3762189390256,145.41292429505054,50720600
2021-10-26,146.03887939453125,147.5254684740955,145.73567873669694,146.04865428407604,60893400
2021-10-27,145.5791778564453,146.43983059903536,145.22708789518356,146.07796575011088,56094900
2021-10-28,149.21742248535156,149.8042290860398,146.4300426307357,146.52785119259605,100077900
2021-10-29,146.50831604003906,146.64523910016035,143.1928080838573,143.9850068548087,124953200
2021-11-01,145.68675231933594,146.4104819724985,144.5522386338212,145.71609190400514,74588300
2021-11-02,146.7234649658203,148.23940825327995,145.38355919540496,145.39334900645795,69122000
2021-11-03,148.1611785888672,148.63062693615777,146.52787680010098,147.08534391435344,54511500
2021-11-04,147.64279174804688,149.08047604584104,147.3298163066968,148.24916301129954,60394600
2021-11-05,148.17172241210938,149.07281782729038,146.97678796158638,148.76918963737086,65463900
2021-11-08,147.34898376464844,148.45577097835087,147.07473798616405,148.29905483485294,55020900
2021-11-09,147.7113800048828,148.3186363926463,146.97678987957883,147.1139127718246,56787900
2021-11-10,144.88076782226562,147.04536675115244,144.81221384507222,146.93762626246985,65187100
2021-11-11,144.831787109375,146.35973220816493,144.64568854947308,145.89940280376894,41000000
2021-11-12,146.9082794189453,147.30984411464266,144.44984083978594,145.380318951715,63804000
2021-11-15,146.9180145263672,148.7593917575851,146.3597188974358,147.28040751304476,59222800
2021-11-16,147.8974609375,148.3773984758072,146.27156473370576,146.85924274203003,59256200
2021-11-17,150.33631896972656,151.8152883338415,147.88768528692268,147.89747444135526,88807000
2021-11-18,154.6262969970703,155.4098626732955,149.9053395784081,150.5517823821893,137827700
2021-11-19,157.251220703125,157.7115649216405,153.31381449284626,154.41079733938346,117305600
2021-11-22,157.7116241455078,162.29545985723482,157.69203088867044,158.3580521683808,117467900
2021-11-23,158.0935821533203,158.47556839424874,155.79186060844827,157.8095322884944,96041900
2021-11-24,158.61268615722656,158.8085738483819,156.35994034575776,157.4471342187338,69463600
2021-11-26,153.5880889892578,157.15329885394945,153.14733793761846,156.2913900038225,76959800
2021-11-29,156.9476318359375,157.87810965774673,155.5274123262941,156.09549714109664,88748200
2021-11-30,161.9036407470703,162.11912167836516,156.63417697403202,156.70274588184037,174048100
2021-12-01,161.38458251953125,166.80096002265125,161.14950826261352,164.03889354865572,152052500
2021-12-02,160.395263671875,160.8262255061017,154.55773049536117,155.4784189693417,136739200
2021-12-03,158.5147705078125,161.5706759695091,156.43833361283723,160.64998717410649,118023100
2021-12-06,161.9232635498047,164.43066217672398,160.90462351682206,160.91441267175034,107497000
2021-12-07,167.66281127929688,168.05460157243954,164.88116745170595,165.60596828506618,120405400
2021-12-08,171.48269653320312,172.34462027485748,167.19268602213367,168.593312102322,116998900
2021-12-09,170.97340393066406,173.11840952908594,170.34655427614908,171.31621864051468,108923700
2021-12-10,175.76287841796875,175.93918777019056,171.10068644247093,171.6100063046704,115402700
2021-12-13,172.12913513183594,178.3878413686235,171.92344335477927,177.3985839315142,153237000
2021-12-14,170.74815368652344,174.08809416294085,168.6717167664171,171.64924923572576,139380400
2021-12-15,175.6160125732422,175.81190028087914,168.76962734356553,171.5121000863054,131063300
2021-12-16,168.7206268310547,177.4181772656769,167.2416576691539,175.5963934569458,150185800
2021-12-17,167.62364196777344,169.90577001560484,166.20343763112896,166.43849686489142,195432700
2021-12-20,166.26220703125,167.07515510943043,164.01926542394992,164.82240940360504,107499100
2021-12-21,169.43565368652344,169.6413305368034,165.64515876193008,168.03502751462352,91185900
2021-12-22,172.03115844726562,172.24663934563097,168.6128614188968,169.48457416400404,92135300
2021-12-23,172.6580352783203,173.21633086134378,171.6687927754853,172.23687751170715,68356600
2021-12-27,176.62484741210938,176.71299463822913,173.43183445537653,173.4514127643316,74919600
2021-12-28,175.60621643066406,177.60430999681327,174.86183712980394,176.45835116267244,79144300
2021-12-29,175.69436645507812,176.9186832802021,174.4798387842566,175.6453907930184,62348900
2021-12-30,174.53857421875,176.85988869120052,174.43083375846518,175.7824840883525,59773000
2021-12-31,173.92153930664062,175.54742051646397,173.61789621276182,174.43084429030958,64062300
2022-01-03,178.2703094482422,179.12244407617163,174.05867174915193,174.17620137564992,104487900
2022-01-04,176.00778198242188,179.18121654083714,175.43969718796814,178.87758836256972,99310400
2022-01-05,171.32601928710938,176.46815060812955,171.0517734789437,175.91965899179817,94537600
2022-01-06,168.46600341796875,171.69820298422886,168.11339955718992,169.15161788468467,96904000
2022-01-07,168.6325225830078,170.56204734848285,167.51594608963487,169.33773036253552,86709100
2022-01-10,168.65208435058594,168.95571251516662,164.71467747425172,165.6059836604726,106765600
2022-01-11,171.48269653320312,171.58063290230876,167.3102305884416,168.77941063247667,76138300
2022-01-12,171.92344665527344,173.5395387171234,171.22804314076478,172.5013205493631,74805200
2022-01-13,168.65208435058594,172.9910557649256,168.26029402106818,172.16831849084767,84505800
2022-01-14,169.51402282714844,170.20942643626557,167.57469415475944,167.8195575274604,80440800
2022-01-18,166.31117248535156,168.99486494876345,165.92918629810023,167.986029250503,90956700
2022-01-19,162.81454467773438,167.56489994287205,162.53050974989438,166.50708841129685,94815000
2022-01-20,161.12985229492188,166.19362391453956,160.806630921933,163.5491030708596,91420500
2022-01-21,159.07301330566406,162.9124684305105,158.96527284535048,161.0417090492799,122848900
2022-01-24,158.2992706298828,158.96530678454897,151.52145417153005,156.73215398969816,162294600
2022-01-25,156.49705505371094,159.41582185177984,153.79376918824497,155.71348938472497,115798400
2022-01-26,156.408935546875,161.01236411791442,154.5773622405594,160.14065107987773,108275300
2022-01-27,155.94854736328125,160.47361658716693,155.02785891879338,159.11217717007352,121954600
2022-01-28,166.83030700683594,166.8499002604039,159.4550237648548,162.30523687541563,179935700
2022-01-31,171.18885803222656,171.4043389682656,166.02713461119168,166.6637882659515,115541600
2022-02-01,171.0223846435547,171.2476547749565,168.76963849371157,170.43470653654342,86213900
2022-02-02,172.22708129882812,172.26626780396012,169.7686586589768,171.15948068570833,84914300
2022-02-03,169.3474884033203,172.618874147118,168.58351594007854,170.89502658265624,89418100
2022-02-04,169.06309509277344,170.74010088602927,167.3860892995176,168.3667905913057,82465400
2022-02-07,168.34718322753906,170.5929825465771,167.65087874308003,169.52402175607514,77251200
2022-02-08,171.45602416992188,171.96599307785382,168.12163049721661,168.4158439042664,74829200
2022-02-09,172.87802124023438,173.2408759269309,171.5246486789991,172.65246413479986,71285000
2022-02-10,168.79830932617188,172.09346641687537,168.23931734555768,170.77933021680633,90865900
2022-02-11,165.38548278808594,169.7397993797007,164.79705596488338,169.0042733328554,98670700
2022-02-14,165.62083435058594,166.30732224292808,163.34560023389338,164.13996586391173,86185500
2022-02-15,169.45533752441406,169.61225329281152,166.96436329942736,167.67046929290464,62527400
2022-02-16,169.21998596191406,169.99473328399495,166.76823309362874,168.53349815165654,61177400
2022-02-17,165.62083435058594,168.5923579851135,165.2187432406735,167.72933608370406,69589300
2022-02-18,164.0713653564453,167.24882866665814,162.9827860834938,166.54273734774665,82772700
2022-02-22,161.14886474609375,163.47312232621292,159.02072949307376,161.79611631133258,91162800
2022-02-23,156.98085021972656,162.94350042130728,156.66701864895236,162.34527208329274,90009200
2022-02-24,159.59933471679688,159.70721245821238,149.06659738297807,149.63540593186767,141147500
2022-02-25,161.66859436035156,161.93337290276583,157.76539291737205,160.6780765984275,91974200
2022-02-28,161.93338012695312,162.2275934848512,159.29529145951147,159.91313801466617,95056600
2022-03-01,160.05043029785156,163.38482330332894,158.84417203107242,161.52148207442062,83474400
2022-03-02,163.34559631347656,164.13016029917193,159.8052642347465,161.21747641613547,79724800
2022-03-03,163.02198791503906,165.6502754224143,162.35511815252505,165.21876441640376,76678400
2022-03-04,160.02102661132812,162.35510045432284,158.9716840195684,161.3155594882437,83737200
2022-03-07,156.22573852539062,161.83535182075346,155.97074658012755,160.2073838791356,96418800
2022-03-08,154.40158081054688,159.73659709320324,152.79323163394997,155.75495309286646,131148300
2022-03-09,159.80528259277344,160.2564117997747,156.33360638496927,158.36365040568722,91454900
2022-03-10,155.4607696533203,157.29467624132576,152.96978004521466,157.10834060556428,105342000
2022-03-11,151.74391174316406,156.2061057623046,151.51835462854714,155.86285431301891,96970100
2022-03-14,147.71322631835938,151.1456808985897,147.20327241217439,148.527210200246,108732100
2022-03-15,152.09695434570312,152.56770172333492,147.47785980558257,147.9878136848799,92964300
2022-03-16,156.51011657714844,156.9122077008172,151.47912909347468,154.01914186419623,102300200
2022-03-17,157.52023315429688,157.89290442537197,154.58794593498652,155.549028989307,75615400
2022-03-18,160.81539916992188,161.30574983268542,156.67683837905244,157.41236437319773,123511700
2022-03-21,162.18841552734375,163.1396971599505,159.86414284434693,160.35449358427547,95811400
2022-03-22,165.56198120117188,166.15039293346567,161.72743597716038,162.31584770945418,81532000
2022-03-23,166.92518615722656,169.30828329467843,164.41457808924804,164.74802792669965,98062700
2022-03-24,170.71070861816406,170.77934993823305,166.92520042184205,167.75878767591715,90131400
2022-03-25,171.34814453125,171.89733490405604,169.4161616355689,170.52435897204094,80546200
2022-03-28,172.21115112304688,172.33863211398676,168.68062052174977,168.84733794398963,90371900
2022-03-29,175.5063018798828,175.55532497081904,172.93685443507036,173.28010585750482,100589400
2022-03-30,174.33926391601562,176.14375060919454,173.28990640459241,175.1042096873483,92633200
2022-03-31,171.24026489257812,174.59426174462104,171.03431102289065,174.40792609212167,103049300
2022-04-01,170.94607543945312,171.5050824752612,168.6218176816175,170.6714802176125,78751300
2022-04-04,174.99635314941406,175.0453912102986,171.0735477076942,171.20104367313095,76468400
2022-04-05,171.68154907226562,174.85902633621265,171.05390090505156,174.07446238611692,73401800
2022-04-06,168.5138702392578,170.2791351956792,166.84668137764749,169.03364062027202,89058800
2022-04-07,168.8179168701172,170.01437362269277,166.5721175347958,167.8568338106809,77594700
2022-04-08,166.80746459960938,168.46485203266047,165.93464112451483,168.46485203266047,76575500
2022-04-11,162.55123901367188,165.76793805160875,162.306063690876,165.4541214198734,72246700
